OrderID,OrderLineNo,OrderDate,ShipDate,ShipMode,OrderStatus,PaymentMethod,Quantity,Discount,LineTotal
ORD-1285,1,09-10-2024,11-10-2024,Same Day,Delivered,Debit Card,6,0,5976.42
ORD-1286,3,06-02-2026,14-02-2026,Same Day,Shipped,PayPal,1,0.05,235.88
ORD-1287,1,03-09-2024,08-09-2024,Second Class,Processing,Bank Transfer,8,0,2063.44
ORD-1288,2,15-04-2026,16-04-2026,Second Class,Cancelled,Debit Card,2,0,1740.8
ORD-1289,1,28-11-2025,09-12-2025,Same Day,Processing,Bank Transfer,9,0.2,6266.88
ORD-1290,2,03-12-2024,13-12-2024,First Class,Shipped,Credit Card,9,0,4885.47
ORD-1291,2,19-04-2025,24-04-2025,First Class,Returned,Debit Card,1,0.2,40.58
ORD-1292,3,16-06-2025,21-06-2025,Standard Class,Shipped,Store Credit,9,0.2,772.99
ORD-1293,2,29-10-2025,01-11-2025,First Class,Returned,Credit Card,4,0.1,1720.66
ORD-1294,2,05-05-2026,15-05-2026,First Class,Shipped,Bank Transfer,4,0.2,1529.47
ORD-1295,3,07-10-2024,17-10-2024,Same Day,Delivered,PayPal,4,0,4220.28
ORD-1296,2,19-03-2026,25-03-2026,Standard Class,Delivered,Debit Card,3,0.2,558.1
ORD-1297,2,12-12-2024,21-12-2024,Same Day,Returned,Credit Card,6,0,1640.7
ORD-1298,3,20-05-2025,23-05-2025,Same Day,Processing,Debit Card,7,0.2,3393.1
ORD-1299,1,05-07-2026,09-07-2026,Same Day,Processing,PayPal,10,0.2,2752.96
ORD-1300,3,15-02-2025,27-02-2025,Standard Class,Shipped,Store Credit,10,0.05,2479.59
ORD-1301,2,09-05-2025,20-05-2025,Second Class,Processing,Credit Card,10,0,2579.3
ORD-1302,3,14-04-2026,25-04-2026,First Class,Cancelled,Credit Card,2,0.2,764.74
ORD-1303,1,08-03-2026,14-03-2026,Standard Class,Delivered,Bank Transfer,5,0.2,3238.68
ORD-1304,2,18-11-2025,25-11-2025,Same Day,Delivered,Bank Transfer,8,0.05,4174.07
ORD-1305,1,06-03-2026,09-03-2026,First Class,Delivered,PayPal,8,0,3158.32
ORD-1306,3,22-10-2024,25-10-2024,Standard Class,Returned,Credit Card,7,0,751.52
ORD-1307,3,22-12-2025,03-01-2026,Second Class,Returned,Bank Transfer,1,0.05,48.18
ORD-1308,3,12-09-2024,16-09-2024,First Class,Processing,PayPal,4,0.05,2324.38
ORD-1309,2,20-06-2026,30-06-2026,Second Class,Delivered,PayPal,9,0.2,772.99
ORD-1310,1,25-11-2024,06-12-2024,Standard Class,Delivered,Debit Card,10,0.05,2358.85
ORD-1311,2,01-06-2025,09-06-2025,Same Day,Cancelled,PayPal,2,0,1499.34
ORD-1312,2,06-10-2025,09-10-2025,Second Class,Cancelled,Credit Card,6,0.05,2250.3
ORD-1313,1,10-03-2026,14-03-2026,Second Class,Delivered,Credit Card,5,0.1,4482.32
ORD-1314,1,09-12-2025,19-12-2025,Same Day,Returned,Bank Transfer,4,0.1,1720.66
ORD-1315,2,11-12-2024,21-12-2024,Standard Class,Cancelled,Credit Card,4,0.05,2130.51
ORD-1316,1,05-05-2025,07-05-2025,Second Class,Shipped,Debit Card,8,0,6349.92
ORD-1317,3,20-04-2025,24-04-2025,First Class,Processing,Credit Card,3,0.2,595.92
ORD-1318,2,22-08-2024,31-08-2024,Same Day,Delivered,Store Credit,6,0.2,783.79
ORD-1319,1,14-12-2025,16-12-2025,Standard Class,Delivered,Store Credit,7,0,8200.99
ORD-1320,3,05-04-2026,12-04-2026,Same Day,Returned,Store Credit,5,0.05,2578.44
ORD-1321,3,13-07-2026,20-07-2026,Same Day,Delivered,Bank Transfer,3,0.1,373.41
ORD-1322,2,04-11-2024,16-11-2024,Standard Class,Processing,PayPal,8,0,2752.96
ORD-1323,1,04-06-2026,16-06-2026,Second Class,Processing,Bank Transfer,2,0.2,12.13
ORD-1324,2,22-10-2024,01-11-2024,Second Class,Cancelled,Bank Transfer,2,0,15.16
ORD-1325,2,28-05-2025,06-06-2025,Same Day,Shipped,Store Credit,3,0,1765.29
ORD-1326,1,03-09-2024,07-09-2024,Same Day,Delivered,PayPal,1,0,637.29
ORD-1327,1,08-02-2025,17-02-2025,Standard Class,Shipped,PayPal,7,0.15,45.1
ORD-1328,2,18-03-2025,26-03-2025,First Class,Shipped,PayPal,10,0.1,456.48
ORD-1329,3,29-12-2025,05-01-2026,Second Class,Shipped,Debit Card,1,0,1055.07
ORD-1330,3,09-12-2025,18-12-2025,Standard Class,Cancelled,Debit Card,1,0.2,647.74
ORD-1331,2,13-02-2026,17-02-2026,First Class,Cancelled,Bank Transfer,5,0.1,1174.55
ORD-1332,3,26-09-2025,04-10-2025,Same Day,Returned,Credit Card,5,0.15,2823.11
ORD-1333,2,18-09-2025,27-09-2025,First Class,Delivered,Bank Transfer,10,0.1,3848.85
ORD-1334,3,16-07-2026,21-07-2026,First Class,Shipped,Debit Card,5,0.15,3166.93
ORD-1335,2,03-12-2025,13-12-2025,Second Class,Delivered,Bank Transfer,7,0.15,386.81
ORD-1336,3,05-04-2025,12-04-2025,Second Class,Processing,Debit Card,1,0.1,183.37
ORD-1337,2,18-08-2025,29-08-2025,Second Class,Returned,Debit Card,6,0.1,5203.82
ORD-1338,3,26-12-2025,07-01-2026,Second Class,Processing,Credit Card,5,0.15,456.28
ORD-1339,2,09-10-2024,16-10-2024,First Class,Cancelled,Credit Card,6,0,2867.76
ORD-1340,1,27-11-2025,05-12-2025,Same Day,Returned,PayPal,4,0.1,2202.05
ORD-1341,2,29-01-2025,01-02-2025,Same Day,Shipped,PayPal,4,0,2446.72
ORD-1342,3,10-04-2025,16-04-2025,Standard Class,Delivered,Bank Transfer,3,0,3420.9
ORD-1343,1,08-12-2025,18-12-2025,Second Class,Returned,Bank Transfer,3,0.05,2307.56
ORD-1344,1,09-05-2025,17-05-2025,Second Class,Processing,Credit Card,7,0,1738.1
ORD-1345,3,06-04-2026,07-04-2026,Second Class,Shipped,PayPal,1,0.15,55.26
ORD-1346,1,13-09-2025,22-09-2025,Standard Class,Delivered,PayPal,10,0,4818
ORD-1347,2,24-07-2026,31-07-2026,First Class,Shipped,Debit Card,3,0,1992.78
ORD-1348,3,09-09-2024,21-09-2024,Standard Class,Returned,Store Credit,3,0,1911.87
ORD-1349,3,14-11-2025,21-11-2025,Standard Class,Returned,Credit Card,5,0.2,1286.96
ORD-1350,2,23-11-2024,24-11-2024,Same Day,Delivered,Store Credit,2,0.05,203.98
ORD-1351,2,13-04-2026,17-04-2026,Standard Class,Returned,PayPal,1,0,1002.34
ORD-1352,3,15-04-2026,22-04-2026,Standard Class,Processing,Credit Card,2,0.1,91.3
ORD-1353,2,28-04-2026,03-05-2026,Same Day,Processing,Debit Card,9,0,9713.52
ORD-1354,1,24-09-2024,06-10-2024,Standard Class,Delivered,Credit Card,8,0,8248.16
ORD-1355,3,26-07-2025,29-07-2025,Standard Class,Delivered,PayPal,2,0.2,802.96
ORD-1356,1,24-01-2025,29-01-2025,Second Class,Delivered,PayPal,8,0,2417.12
ORD-1357,1,11-07-2026,18-07-2026,Standard Class,Shipped,Debit Card,2,0,195.18
ORD-1358,2,06-09-2024,18-09-2024,Second Class,Delivered,Bank Transfer,2,0,955.92
ORD-1359,2,10-01-2025,22-01-2025,Second Class,Delivered,Debit Card,8,0.2,4251.26
ORD-1360,2,14-11-2025,16-11-2025,Same Day,Shipped,Store Credit,7,0.1,3460.09
ORD-1361,2,22-05-2025,02-06-2025,Standard Class,Cancelled,Bank Transfer,3,0.05,3249.85
ORD-1362,3,19-01-2025,20-01-2025,Second Class,Processing,Store Credit,9,0.2,4676.83
ORD-1363,2,02-07-2025,09-07-2025,Same Day,Shipped,Store Credit,4,0.05,1307.66
ORD-1364,2,09-03-2026,18-03-2026,Second Class,Delivered,Bank Transfer,8,0.2,3914.75
ORD-1365,3,24-06-2025,25-06-2025,Same Day,Cancelled,Debit Card,9,0,2731.68
ORD-1366,2,19-04-2026,21-04-2026,Standard Class,Cancelled,Credit Card,8,0.05,5048.38
ORD-1367,1,23-06-2025,02-07-2025,First Class,Returned,Store Credit,9,0,9011.97
ORD-1368,1,26-10-2024,01-11-2024,Second Class,Cancelled,PayPal,6,0.2,1894.99
ORD-1369,2,30-07-2025,11-08-2025,Standard Class,Delivered,Debit Card,6,0.15,5815.53
ORD-1370,3,21-11-2025,30-11-2025,Standard Class,Delivered,Debit Card,9,0,6706.44
ORD-1371,1,15-10-2024,17-10-2024,Second Class,Delivered,Bank Transfer,5,0.1,2168.1
ORD-1372,2,29-05-2025,10-06-2025,Standard Class,Returned,Credit Card,6,0,3985.56
ORD-1373,3,12-09-2025,20-09-2025,Standard Class,Returned,Bank Transfer,1,0.1,597.83
ORD-1374,3,01-08-2024,13-08-2024,Second Class,Delivered,Bank Transfer,10,0,10023.4
ORD-1375,3,06-10-2024,15-10-2024,Second Class,Processing,Bank Transfer,7,0.05,337.29
ORD-1376,3,16-10-2025,19-10-2025,First Class,Returned,PayPal,7,0.1,2265.29
ORD-1377,2,27-10-2025,31-10-2025,First Class,Shipped,Debit Card,10,0.15,6372.19
ORD-1378,2,11-03-2025,23-03-2025,Same Day,Returned,Store Credit,2,0.2,1541.87
ORD-1379,1,07-08-2025,14-08-2025,Standard Class,Cancelled,Debit Card,1,0.1,246.1
ORD-1380,3,30-12-2024,04-01-2025,First Class,Shipped,Credit Card,3,0,2221.62
ORD-1381,2,04-12-2025,13-12-2025,Standard Class,Returned,Store Credit,1,0,542.83
ORD-1382,3,26-06-2026,30-06-2026,First Class,Delivered,Bank Transfer,9,0.2,5680.73
ORD-1383,3,23-04-2025,02-05-2025,First Class,Shipped,Store Credit,1,0,321.04
ORD-1384,3,09-09-2024,19-09-2024,Second Class,Shipped,PayPal,9,0.15,3839.15
ORD-1385,3,10-01-2025,13-01-2025,Standard Class,Cancelled,Credit Card,3,0.15,665.58
ORD-1386,2,29-06-2025,02-07-2025,Standard Class,Processing,Bank Transfer,3,0.1,20.47
ORD-1387,3,14-09-2025,24-09-2025,First Class,Cancelled,Store Credit,1,0.2,110.64
ORD-1388,3,28-10-2025,06-11-2025,Standard Class,Returned,Debit Card,4,0,1911.84
ORD-1389,1,12-07-2025,14-07-2025,First Class,Processing,PayPal,6,0,5782.02
ORD-1390,3,24-11-2025,03-12-2025,First Class,Cancelled,Debit Card,1,0,809.67
ORD-1391,1,06-01-2026,07-01-2026,Same Day,Processing,Store Credit,6,0.05,1763.52
ORD-1392,2,23-10-2024,01-11-2024,Standard Class,Processing,Debit Card,9,0.05,5448.83
ORD-1393,1,07-02-2026,10-02-2026,Standard Class,Shipped,Debit Card,9,0.1,3463.97
ORD-1394,3,10-01-2025,14-01-2025,Same Day,Delivered,Debit Card,9,0.2,1787.76
ORD-1395,1,07-04-2025,08-04-2025,Second Class,Processing,Store Credit,2,0,1328.52
ORD-1396,2,30-03-2026,04-04-2026,Same Day,Cancelled,PayPal,7,0.05,5278.37
ORD-1397,3,07-07-2026,16-07-2026,Standard Class,Returned,Credit Card,1,0.15,138.8
ORD-1398,3,02-03-2025,11-03-2025,First Class,Returned,Credit Card,2,0,1149.98
ORD-1399,1,17-08-2025,24-08-2025,Second Class,Shipped,Bank Transfer,1,0.05,61.76
ORD-1400,3,27-12-2025,01-01-2026,Second Class,Delivered,Credit Card,6,0,2157.42
ORD-1401,2,03-09-2024,12-09-2024,Second Class,Processing,Debit Card,9,0,7143.66
ORD-1402,3,28-11-2024,01-12-2024,First Class,Shipped,Credit Card,3,0,315.96
ORD-1403,3,11-11-2024,20-11-2024,Standard Class,Processing,Credit Card,8,0.15,5035.67
ORD-1404,3,07-01-2026,13-01-2026,Second Class,Delivered,PayPal,6,0,644.16
ORD-1405,3,10-01-2026,18-01-2026,First Class,Returned,Debit Card,8,0,5196.48
ORD-1406,2,18-10-2024,25-10-2024,Second Class,Shipped,Bank Transfer,3,0,2381.22
ORD-1407,2,21-10-2025,01-11-2025,Same Day,Processing,PayPal,6,0.05,2860.55
ORD-1408,2,16-12-2024,27-12-2024,Second Class,Returned,Debit Card,10,0,10310.2
ORD-1409,3,11-06-2026,23-06-2026,Standard Class,Returned,Store Credit,2,0,1098.44
ORD-1410,3,15-05-2025,16-05-2025,Same Day,Shipped,PayPal,9,0,10262.7
ORD-1411,3,01-07-2025,04-07-2025,Standard Class,Cancelled,PayPal,8,0.1,2175.41
ORD-1412,3,23-02-2026,05-03-2026,Second Class,Cancelled,Debit Card,3,0.2,450.36
ORD-1413,1,06-01-2026,18-01-2026,Second Class,Cancelled,Debit Card,8,0,6349.92
ORD-1414,2,18-10-2024,19-10-2024,Same Day,Cancelled,Bank Transfer,4,0.1,733.46
ORD-1415,2,30-05-2025,01-06-2025,First Class,Returned,Store Credit,9,0.15,1058
ORD-1416,1,09-06-2026,15-06-2026,First Class,Cancelled,Debit Card,10,0.15,2218.59
ORD-1417,1,05-04-2026,13-04-2026,Second Class,Cancelled,Debit Card,8,0.1,7209.58
ORD-1418,1,05-10-2025,09-10-2025,First Class,Returned,Credit Card,3,0,1948.68
ORD-1419,3,16-02-2026,28-02-2026,Same Day,Cancelled,Debit Card,2,0.05,574.07
ORD-1420,1,26-06-2025,27-06-2025,Second Class,Shipped,Store Credit,4,0,1114.36
ORD-1421,1,25-11-2025,26-11-2025,Same Day,Returned,Store Credit,3,0,315.96
ORD-1422,3,30-06-2026,02-07-2026,Same Day,Cancelled,Debit Card,4,0.05,2421.7
ORD-1423,3,07-11-2024,17-11-2024,First Class,Shipped,PayPal,3,0.1,1355
ORD-1424,1,31-07-2025,04-08-2025,Standard Class,Delivered,Debit Card,7,0.05,337.29
ORD-1425,1,23-08-2025,26-08-2025,Same Day,Returned,Store Credit,10,0,5884.3
ORD-1426,1,05-09-2024,07-09-2024,Standard Class,Cancelled,Store Credit,8,0.15,5918.72
ORD-1427,1,15-06-2026,27-06-2026,Same Day,Cancelled,PayPal,9,0.05,6389.33
ORD-1428,2,06-04-2026,13-04-2026,Second Class,Delivered,PayPal,3,0,292.77
ORD-1429,3,20-07-2025,25-07-2025,Standard Class,Returned,Store Credit,4,0,3481.6
ORD-1430,2,07-08-2025,18-08-2025,Same Day,Processing,Credit Card,4,0.15,3983.34
ORD-1431,3,05-06-2026,10-06-2026,First Class,Returned,PayPal,9,0.05,2122.97
ORD-1432,3,08-12-2024,15-12-2024,Same Day,Shipped,PayPal,9,0.2,7209.58
ORD-1433,3,27-09-2025,02-10-2025,Same Day,Shipped,Credit Card,10,0,10310.2
ORD-1434,2,16-01-2026,18-01-2026,First Class,Returned,Store Credit,4,0.1,3585.85
ORD-1435,1,02-11-2024,05-11-2024,Standard Class,Shipped,Bank Transfer,7,0.15,3335.93
ORD-1436,1,11-05-2025,16-05-2025,Standard Class,Cancelled,Bank Transfer,4,0,993.2
ORD-1437,1,13-10-2025,25-10-2025,Same Day,Cancelled,Credit Card,10,0,3947.9
ORD-1438,3,08-05-2026,12-05-2026,Second Class,Returned,Debit Card,1,0.2,459.99
ORD-1439,1,04-08-2025,15-08-2025,First Class,Cancelled,PayPal,1,0,138.3
ORD-1440,3,09-05-2025,18-05-2025,Standard Class,Delivered,Store Credit,1,0.15,851.13
ORD-1441,3,18-07-2026,24-07-2026,Second Class,Cancelled,Bank Transfer,5,0,2746.1
ORD-1442,3,01-06-2026,08-06-2026,Standard Class,Returned,PayPal,9,0,1688.85
ORD-1443,3,09-02-2026,18-02-2026,Same Day,Cancelled,Store Credit,10,0,3217.4
ORD-1444,1,16-02-2025,24-02-2025,Same Day,Delivered,PayPal,8,0.1,8210.16
ORD-1445,2,06-07-2026,17-07-2026,Same Day,Processing,Store Credit,4,0.2,522.53
ORD-1446,2,11-07-2026,15-07-2026,First Class,Delivered,Store Credit,5,0,938.25
ORD-1447,1,28-06-2025,02-07-2025,Second Class,Cancelled,Debit Card,10,0,10023.4
ORD-1448,1,06-11-2024,10-11-2024,First Class,Shipped,Credit Card,4,0,3155.96
ORD-1449,3,29-05-2025,08-06-2025,Standard Class,Cancelled,PayPal,1,0.2,206.34
ORD-1450,3,25-12-2025,02-01-2026,First Class,Cancelled,Debit Card,3,0.2,208.51
ORD-1451,3,30-01-2026,07-02-2026,First Class,Cancelled,Debit Card,9,0,4336.2
ORD-1452,3,07-03-2025,13-03-2025,Second Class,Cancelled,Store Credit,1,0,321.74
ORD-1453,1,26-12-2025,29-12-2025,First Class,Cancelled,Store Credit,9,0,781.92
ORD-1454,3,22-04-2026,29-04-2026,First Class,Processing,Bank Transfer,4,0.05,2839.7
ORD-1455,1,03-01-2026,13-01-2026,First Class,Shipped,Store Credit,4,0.2,3187.42
ORD-1456,1,15-06-2026,18-06-2026,Second Class,Cancelled,Bank Transfer,3,0.05,1638.72
ORD-1457,3,06-11-2025,14-11-2025,Standard Class,Cancelled,Credit Card,5,0,526.6
ORD-1458,3,25-12-2024,30-12-2024,Standard Class,Cancelled,PayPal,8,0.2,1782.98
ORD-1459,1,31-10-2025,06-11-2025,First Class,Returned,Debit Card,1,0.05,709.93
ORD-1460,3,01-03-2025,06-03-2025,Same Day,Cancelled,Credit Card,6,0,4762.44
ORD-1461,1,10-04-2025,21-04-2025,First Class,Cancelled,Store Credit,3,0.2,742.54
ORD-1462,1,05-12-2025,07-12-2025,First Class,Processing,PayPal,3,0,3003.99
ORD-1463,2,19-07-2026,24-07-2026,Same Day,Cancelled,Debit Card,8,0.2,324.61
ORD-1464,2,19-11-2025,01-12-2025,Standard Class,Shipped,Debit Card,4,0.15,1954.97
ORD-1465,1,02-07-2026,10-07-2026,Same Day,Returned,Credit Card,9,0,966.24
ORD-1466,1,04-08-2025,06-08-2025,Second Class,Processing,Bank Transfer,7,0,1426.18
ORD-1467,2,21-12-2025,22-12-2025,First Class,Cancelled,Bank Transfer,1,0.15,409.53
ORD-1468,3,24-03-2025,27-03-2025,Same Day,Returned,Bank Transfer,9,0,5103.18
ORD-1469,1,24-10-2024,30-10-2024,Standard Class,Cancelled,PayPal,8,0.1,5397.62
ORD-1470,3,15-04-2025,20-04-2025,Second Class,Processing,PayPal,1,0,321.04
ORD-1471,2,18-07-2025,26-07-2025,First Class,Returned,Debit Card,5,0,4818.35
ORD-1472,2,22-09-2025,29-09-2025,Second Class,Shipped,Bank Transfer,9,0.05,8815.22
ORD-1473,3,01-12-2025,08-12-2025,First Class,Processing,Store Credit,4,0.1,1087.7
ORD-1474,1,02-06-2025,05-06-2025,Same Day,Returned,Bank Transfer,3,0,963.12
ORD-1475,1,29-01-2026,02-02-2026,Standard Class,Returned,Credit Card,6,0,2064.72
ORD-1476,1,08-04-2026,11-04-2026,Second Class,Delivered,Debit Card,8,0.15,730.05
ORD-1477,2,26-02-2025,05-03-2025,First Class,Cancelled,Credit Card,5,0.2,4317.12
ORD-1478,2,12-04-2026,13-04-2026,Standard Class,Returned,Bank Transfer,5,0.2,4220.28
ORD-1479,3,14-03-2026,21-03-2026,Second Class,Cancelled,Bank Transfer,1,0,232.54
ORD-1480,3,18-08-2025,26-08-2025,Second Class,Cancelled,Bank Transfer,2,0.1,1420.18
ORD-1481,3,19-08-2024,30-08-2024,Standard Class,Processing,Bank Transfer,1,0.15,515.02
ORD-1482,1,15-11-2024,16-11-2024,Same Day,Processing,Credit Card,4,0,2423.64
ORD-1483,1,03-12-2025,10-12-2025,Same Day,Returned,Debit Card,4,0,2171.32
ORD-1484,3,25-12-2024,28-12-2024,First Class,Delivered,Credit Card,8,0,9122.4
ORD-1485,2,31-01-2026,03-02-2026,First Class,Cancelled,Debit Card,8,0,3158.32
ORD-1486,1,26-11-2024,08-12-2024,Same Day,Cancelled,Store Credit,3,0,1032.36
ORD-1487,3,26-02-2025,02-03-2025,First Class,Processing,Bank Transfer,10,0,9636.7
ORD-1488,2,31-01-2025,02-02-2025,First Class,Processing,Store Credit,9,0,5295.87
ORD-1489,3,06-04-2026,18-04-2026,First Class,Returned,Debit Card,3,0,1992.78
ORD-1490,2,18-12-2025,22-12-2025,Second Class,Returned,PayPal,9,0.15,4201.53
ORD-1491,3,04-03-2025,06-03-2025,Standard Class,Delivered,Debit Card,2,0.1,577.87
ORD-1492,1,02-02-2026,04-02-2026,Standard Class,Returned,Bank Transfer,8,0,4707.44
ORD-1493,3,24-08-2024,25-08-2024,Standard Class,Delivered,Debit Card,6,0,6475.68
ORD-1494,3,19-03-2026,27-03-2026,Same Day,Processing,Credit Card,1,0,1079.28
ORD-1495,2,14-10-2024,26-10-2024,Standard Class,Shipped,Store Credit,2,0.2,12.13
ORD-1496,1,27-04-2026,06-05-2026,Second Class,Returned,Debit Card,7,0,751.52
ORD-1497,3,23-01-2026,04-02-2026,First Class,Cancelled,Bank Transfer,2,0.2,1262.38
ORD-1498,2,25-04-2026,04-05-2026,Second Class,Returned,Store Credit,7,0.1,1755.12
ORD-1499,2,25-01-2026,03-02-2026,Same Day,Cancelled,PayPal,6,0.2,2721.7
ORD-1500,2,15-09-2025,22-09-2025,First Class,Cancelled,Bank Transfer,9,0.15,2321.93
ORD-1501,3,21-01-2025,26-01-2025,Second Class,Processing,Credit Card,10,0,1876.5
ORD-1502,3,25-02-2026,26-02-2026,Second Class,Delivered,Credit Card,5,0.1,1359.63
ORD-1503,1,07-03-2026,12-03-2026,Second Class,Processing,PayPal,6,0.1,2580.98
ORD-1504,2,27-02-2025,11-03-2025,Same Day,Shipped,Bank Transfer,2,0.15,1349.36
ORD-1505,3,29-11-2025,09-12-2025,Same Day,Delivered,Credit Card,5,0,1720.6
ORD-1506,1,09-06-2026,16-06-2026,Standard Class,Cancelled,Credit Card,2,0.2,764.74
ORD-1507,2,11-05-2025,20-05-2025,Second Class,Shipped,Credit Card,10,0,11715.7
ORD-1508,1,01-07-2026,11-07-2026,Second Class,Cancelled,PayPal,10,0.1,4942.98
ORD-1509,3,15-07-2026,17-07-2026,Standard Class,Returned,Bank Transfer,8,0.1,1969.27
ORD-1510,1,17-03-2025,29-03-2025,Same Day,Returned,Debit Card,3,0.2,2532.17
ORD-1511,3,08-09-2025,17-09-2025,Second Class,Shipped,Credit Card,10,0.15,8511.31
ORD-1512,1,10-08-2024,21-08-2024,Same Day,Cancelled,PayPal,10,0,11403
ORD-1513,2,31-01-2025,10-02-2025,Second Class,Processing,Store Credit,1,0.2,186.03
ORD-1514,3,28-10-2025,29-10-2025,First Class,Shipped,Credit Card,4,0,1237.56
ORD-1515,2,22-02-2026,04-03-2026,Standard Class,Processing,Credit Card,3,0.2,1893.58
ORD-1516,3,29-04-2026,05-05-2026,Second Class,Shipped,Store Credit,4,0.15,3386.64
ORD-1517,3,30-03-2026,09-04-2026,Standard Class,Cancelled,Store Credit,3,0.15,165.78
ORD-1518,1,29-05-2026,01-06-2026,First Class,Delivered,Bank Transfer,1,0,1171.57
ORD-1519,3,29-12-2025,09-01-2026,First Class,Delivered,Credit Card,5,0.15,797.51
ORD-1520,3,17-11-2025,21-11-2025,Standard Class,Processing,Bank Transfer,7,0.1,3707.11
ORD-1521,3,03-02-2026,07-02-2026,Standard Class,Delivered,Debit Card,9,0.05,8239.38
ORD-1522,2,04-09-2025,11-09-2025,First Class,Processing,PayPal,3,0,1817.73
ORD-1523,1,16-10-2025,27-10-2025,First Class,Shipped,Debit Card,5,0.05,2031.34
ORD-1524,3,19-02-2026,21-02-2026,Second Class,Cancelled,Debit Card,7,0.1,663.52
ORD-1525,3,06-07-2026,16-07-2026,Second Class,Shipped,Debit Card,6,0.05,1559.01
ORD-1526,3,04-03-2025,07-03-2025,Second Class,Cancelled,Debit Card,5,0.15,4095.6
ORD-1527,3,08-12-2024,14-12-2024,Standard Class,Shipped,PayPal,2,0.1,1020.64
ORD-1528,2,13-12-2025,20-12-2025,First Class,Shipped,Debit Card,7,0,3844.54
ORD-1529,3,15-12-2024,25-12-2024,Second Class,Returned,Debit Card,10,0,4818
ORD-1530,3,06-12-2024,08-12-2024,Same Day,Processing,Debit Card,8,0,4485.28
ORD-1531,1,11-08-2025,14-08-2025,Same Day,Delivered,PayPal,4,0,4317.12
ORD-1532,2,03-05-2025,07-05-2025,Same Day,Processing,Bank Transfer,2,0,604.28
ORD-1533,2,10-06-2025,20-06-2025,Same Day,Returned,Store Credit,7,0.15,1477.38
ORD-1534,2,11-09-2025,20-09-2025,Standard Class,Shipped,Store Credit,2,0.05,1830.97
ORD-1535,3,04-11-2024,13-11-2024,Standard Class,Shipped,PayPal,7,0.1,6308.38
ORD-1536,2,01-10-2025,09-10-2025,Standard Class,Returned,Debit Card,3,0.05,2853.79
ORD-1537,1,03-02-2025,05-02-2025,Second Class,Cancelled,Bank Transfer,9,0,4516.65
ORD-1538,1,30-03-2025,07-04-2025,Same Day,Delivered,PayPal,10,0.15,8466.6
ORD-1539,1,01-01-2026,13-01-2026,Same Day,Processing,Credit Card,2,0,688.24
ORD-1540,1,22-11-2024,29-11-2024,Second Class,Processing,Store Credit,9,0.05,2338
ORD-1541,3,21-11-2024,24-11-2024,Standard Class,Cancelled,PayPal,3,0.2,1412.23
ORD-1542,1,24-03-2025,29-03-2025,Second Class,Delivered,Store Credit,3,0,1647.66
ORD-1543,1,07-09-2024,15-09-2024,Same Day,Shipped,Debit Card,9,0.2,1351.08
ORD-1544,3,13-06-2026,20-06-2026,Standard Class,Shipped,Store Credit,8,0,5924.32
ORD-1545,1,25-10-2025,26-10-2025,First Class,Delivered,Debit Card,3,0,928.17
ORD-1546,1,27-11-2025,03-12-2025,Same Day,Shipped,Debit Card,2,0,1481.08
ORD-1547,1,25-07-2025,02-08-2025,Standard Class,Processing,PayPal,10,0,3595.7
ORD-1548,2,23-09-2025,30-09-2025,Same Day,Shipped,Credit Card,9,0,947.88
ORD-1549,1,19-04-2025,28-04-2025,Second Class,Returned,Credit Card,7,0.1,3707.11
ORD-1550,3,25-02-2026,05-03-2026,First Class,Cancelled,Store Credit,10,0.2,6349.92
ORD-1551,2,21-03-2025,24-03-2025,Same Day,Cancelled,Debit Card,10,0.1,1833.66
ORD-1552,1,08-01-2025,12-01-2025,Same Day,Delivered,Debit Card,1,0,302.14
ORD-1553,3,13-12-2024,19-12-2024,Second Class,Delivered,Debit Card,6,0.1,1733.62
ORD-1554,3,19-09-2024,24-09-2024,First Class,Delivered,Credit Card,5,0.1,1618.07
ORD-1555,1,05-08-2025,17-08-2025,Second Class,Shipped,PayPal,10,0.1,6706.44
ORD-1556,1,01-06-2025,09-06-2025,Same Day,Shipped,Bank Transfer,1,0.15,481.97
ORD-1557,3,28-08-2025,04-09-2025,First Class,Returned,PayPal,1,0.2,84.26
ORD-1558,2,07-10-2024,17-10-2024,Standard Class,Shipped,PayPal,6,0.2,4625.62
ORD-1559,1,09-01-2025,19-01-2025,Standard Class,Processing,PayPal,10,0.05,7079.02
ORD-1560,2,03-01-2025,11-01-2025,First Class,Shipped,Store Credit,4,0,30.32
ORD-1561,2,31-03-2025,01-04-2025,Standard Class,Cancelled,Store Credit,4,0,1044.04
ORD-1562,2,21-04-2025,03-05-2025,Second Class,Delivered,Store Credit,9,0,2092.86
ORD-1563,3,07-01-2025,15-01-2025,Standard Class,Delivered,PayPal,7,0.15,2866.71
ORD-1564,1,02-02-2026,08-02-2026,First Class,Delivered,Store Credit,8,0,4485.28
ORD-1565,2,23-08-2025,27-08-2025,First Class,Cancelled,Credit Card,4,0,2998.68
ORD-1566,3,30-07-2026,01-08-2026,Standard Class,Shipped,Store Credit,1,0.1,246.16
ORD-1567,1,26-03-2026,29-03-2026,Second Class,Delivered,PayPal,5,0.1,4639.59
ORD-1568,2,19-07-2026,20-07-2026,Standard Class,Delivered,Bank Transfer,3,0,315.96
ORD-1569,3,07-08-2024,10-08-2024,Same Day,Returned,PayPal,10,0.1,9495.63
