OrderID,StoreID,SalesPersonID,ProductID,CustomerID,supplier_id
ORD-1423,ST-03,SP-007,PROD-0054,CUST-0029,7
ORD-1424,ST-02,SP-010,PROD-0039,CUST-0059,3
ORD-1425,ST-07,SP-009,PROD-0056,CUST-0067,13
ORD-1426,ST-02,SP-013,PROD-0057,CUST-0005,7
ORD-1427,ST-01,SP-014,PROD-0024,CUST-0054,9
ORD-1428,ST-02,SP-012,PROD-0052,CUST-0076,12
ORD-1429,ST-07,SP-009,PROD-0057,CUST-0077,7
ORD-1430,ST-07,SP-001,PROD-0034,CUST-0016,5
ORD-1431,ST-05,SP-011,PROD-0028,CUST-0020,11
ORD-1432,ST-04,SP-013,PROD-0026,CUST-0088,9
ORD-1433,ST-05,SP-008,PROD-0036,CUST-0072,6
ORD-1434,ST-03,SP-013,PROD-0029,CUST-0030,11
ORD-1435,ST-01,SP-012,PROD-0044,CUST-0090,11
ORD-1436,ST-02,SP-002,PROD-0028,CUST-0077,11
ORD-1437,ST-05,SP-009,PROD-0042,CUST-0079,4
ORD-1438,ST-05,SP-011,PROD-0055,CUST-0026,5
ORD-1439,ST-04,SP-006,PROD-0003,CUST-0087,12
ORD-1440,ST-04,SP-007,PROD-0026,CUST-0086,9
ORD-1441,ST-06,SP-014,PROD-0047,CUST-0037,8
ORD-1442,ST-03,SP-005,PROD-0001,CUST-0074,3
ORD-1443,ST-05,SP-013,PROD-0008,CUST-0044,6
ORD-1444,ST-06,SP-004,PROD-0050,CUST-0062,6
ORD-1445,ST-04,SP-011,PROD-0025,CUST-0009,4
ORD-1446,ST-05,SP-012,PROD-0001,CUST-0069,3
ORD-1447,ST-06,SP-006,PROD-0031,CUST-0023,3
ORD-1448,ST-05,SP-004,PROD-0048,CUST-0031,1
ORD-1449,ST-08,SP-002,PROD-0059,CUST-0016,2
ORD-1450,ST-05,SP-008,PROD-0021,CUST-0080,4
ORD-1451,ST-07,SP-001,PROD-0009,CUST-0074,5
ORD-1452,ST-08,SP-012,PROD-0008,CUST-0059,6
ORD-1453,ST-05,SP-006,PROD-0021,CUST-0013,4
ORD-1454,ST-08,SP-003,PROD-0024,CUST-0044,9
ORD-1455,ST-03,SP-003,PROD-0029,CUST-0036,11
ORD-1456,ST-04,SP-007,PROD-0055,CUST-0056,5
ORD-1457,ST-06,SP-014,PROD-0058,CUST-0018,5
ORD-1458,ST-04,SP-001,PROD-0011,CUST-0089,2
ORD-1459,ST-05,SP-006,PROD-0024,CUST-0034,9
ORD-1460,ST-03,SP-011,PROD-0037,CUST-0074,11
ORD-1461,ST-08,SP-005,PROD-0040,CUST-0049,7
ORD-1462,ST-02,SP-014,PROD-0026,CUST-0074,9
ORD-1463,ST-07,SP-011,PROD-0039,CUST-0035,3
ORD-1464,ST-03,SP-001,PROD-0055,CUST-0024,5
ORD-1465,ST-02,SP-002,PROD-0007,CUST-0051,2
ORD-1466,ST-03,SP-010,PROD-0017,CUST-0014,2
ORD-1467,ST-03,SP-003,PROD-0009,CUST-0081,5
ORD-1468,ST-08,SP-005,PROD-0060,CUST-0070,10
ORD-1469,ST-05,SP-011,PROD-0041,CUST-0068,9
ORD-1470,ST-03,SP-005,PROD-0027,CUST-0047,5
ORD-1471,ST-08,SP-001,PROD-0035,CUST-0061,6
ORD-1472,ST-04,SP-006,PROD-0036,CUST-0001,6
ORD-1473,ST-02,SP-005,PROD-0015,CUST-0049,7
ORD-1474,ST-02,SP-004,PROD-0027,CUST-0035,5
ORD-1475,ST-08,SP-010,PROD-0045,CUST-0035,10
ORD-1476,ST-05,SP-005,PROD-0007,CUST-0024,2
ORD-1477,ST-06,SP-004,PROD-0032,CUST-0002,6
ORD-1478,ST-03,SP-014,PROD-0006,CUST-0043,1
ORD-1479,ST-05,SP-014,PROD-0013,CUST-0024,10
ORD-1480,ST-04,SP-001,PROD-0048,CUST-0032,1
ORD-1481,ST-03,SP-006,PROD-0020,CUST-0088,2
ORD-1482,ST-06,SP-004,PROD-0020,CUST-0082,2
ORD-1483,ST-02,SP-005,PROD-0051,CUST-0022,5
ORD-1484,ST-04,SP-002,PROD-0050,CUST-0048,6
ORD-1485,ST-02,SP-003,PROD-0042,CUST-0046,4
ORD-1486,ST-06,SP-007,PROD-0045,CUST-0003,10
ORD-1487,ST-08,SP-012,PROD-0035,CUST-0038,6
ORD-1488,ST-03,SP-014,PROD-0056,CUST-0036,13
ORD-1489,ST-07,SP-001,PROD-0030,CUST-0047,12
ORD-1490,ST-07,SP-002,PROD-0047,CUST-0042,8
ORD-1491,ST-06,SP-011,PROD-0027,CUST-0042,5
ORD-1492,ST-04,SP-001,PROD-0056,CUST-0023,13
ORD-1493,ST-05,SP-009,PROD-0032,CUST-0085,6
ORD-1494,ST-02,SP-014,PROD-0032,CUST-0084,6
ORD-1495,ST-01,SP-009,PROD-0018,CUST-0079,5
ORD-1496,ST-04,SP-012,PROD-0007,CUST-0013,2
ORD-1497,ST-07,SP-009,PROD-0048,CUST-0072,1
ORD-1498,ST-03,SP-013,PROD-0011,CUST-0014,2
ORD-1499,ST-06,SP-006,PROD-0060,CUST-0057,10
ORD-1500,ST-04,SP-010,PROD-0016,CUST-0078,7
ORD-1501,ST-01,SP-012,PROD-0001,CUST-0051,3
ORD-1502,ST-06,SP-004,PROD-0015,CUST-0039,7
ORD-1503,ST-03,SP-003,PROD-0023,CUST-0059,8
ORD-1504,ST-04,SP-007,PROD-0037,CUST-0012,11
ORD-1505,ST-02,SP-010,PROD-0045,CUST-0089,10
ORD-1506,ST-07,SP-014,PROD-0023,CUST-0043,8
ORD-1507,ST-06,SP-001,PROD-0034,CUST-0040,5
ORD-1508,ST-08,SP-007,PROD-0047,CUST-0087,8
ORD-1509,ST-06,SP-003,PROD-0010,CUST-0051,5
ORD-1510,ST-07,SP-007,PROD-0006,CUST-0034,1
ORD-1511,ST-04,SP-011,PROD-0026,CUST-0063,9
ORD-1512,ST-06,SP-007,PROD-0050,CUST-0035,6
ORD-1513,ST-06,SP-006,PROD-0013,CUST-0045,10
ORD-1514,ST-08,SP-003,PROD-0040,CUST-0057,7
ORD-1515,ST-04,SP-001,PROD-0048,CUST-0015,1
ORD-1516,ST-01,SP-008,PROD-0029,CUST-0040,11
ORD-1517,ST-08,SP-005,PROD-0049,CUST-0067,8
ORD-1518,ST-05,SP-001,PROD-0034,CUST-0085,5
ORD-1519,ST-07,SP-002,PROD-0001,CUST-0084,3
ORD-1520,ST-07,SP-011,PROD-0056,CUST-0038,13
ORD-1521,ST-03,SP-002,PROD-0035,CUST-0077,6
ORD-1522,ST-08,SP-006,PROD-0020,CUST-0068,2
ORD-1523,ST-01,SP-005,PROD-0033,CUST-0031,8
ORD-1524,ST-03,SP-007,PROD-0058,CUST-0044,5
ORD-1525,ST-05,SP-007,PROD-0010,CUST-0074,5
ORD-1526,ST-04,SP-011,PROD-0035,CUST-0075,6
ORD-1527,ST-03,SP-010,PROD-0060,CUST-0084,10
ORD-1528,ST-06,SP-001,PROD-0047,CUST-0019,8
ORD-1529,ST-01,SP-003,PROD-0009,CUST-0014,5
ORD-1530,ST-06,SP-001,PROD-0044,CUST-0030,11
ORD-1531,ST-03,SP-008,PROD-0032,CUST-0050,6
ORD-1532,ST-04,SP-012,PROD-0015,CUST-0053,7
ORD-1533,ST-01,SP-007,PROD-0028,CUST-0032,11
ORD-1534,ST-01,SP-009,PROD-0035,CUST-0077,6
ORD-1535,ST-01,SP-012,PROD-0026,CUST-0069,9
ORD-1536,ST-05,SP-005,PROD-0026,CUST-0057,9
ORD-1537,ST-08,SP-011,PROD-0054,CUST-0060,7
ORD-1538,ST-03,SP-001,PROD-0029,CUST-0042,11
ORD-1539,ST-03,SP-011,PROD-0045,CUST-0042,10
ORD-1540,ST-03,SP-007,PROD-0046,CUST-0068,13
ORD-1541,ST-03,SP-003,PROD-0056,CUST-0085,13
ORD-1542,ST-08,SP-013,PROD-0047,CUST-0040,8
ORD-1543,ST-08,SP-008,PROD-0001,CUST-0033,3
ORD-1544,ST-08,SP-008,PROD-0043,CUST-0076,7
ORD-1545,ST-04,SP-011,PROD-0040,CUST-0036,7
ORD-1546,ST-05,SP-010,PROD-0043,CUST-0005,7
ORD-1547,ST-03,SP-010,PROD-0019,CUST-0087,7
ORD-1548,ST-02,SP-007,PROD-0058,CUST-0048,5
ORD-1549,ST-06,SP-005,PROD-0056,CUST-0089,13
ORD-1550,ST-02,SP-012,PROD-0037,CUST-0014,11
ORD-1551,ST-06,SP-009,PROD-0017,CUST-0041,2
ORD-1552,ST-05,SP-012,PROD-0015,CUST-0079,7
ORD-1553,ST-01,SP-007,PROD-0027,CUST-0079,5
ORD-1554,ST-02,SP-005,PROD-0019,CUST-0089,7
ORD-1555,ST-07,SP-006,PROD-0022,CUST-0088,3
ORD-1556,ST-08,SP-011,PROD-0060,CUST-0044,10
ORD-1557,ST-08,SP-006,PROD-0058,CUST-0069,5
ORD-1558,ST-04,SP-001,PROD-0035,CUST-0072,6
ORD-1559,ST-03,SP-007,PROD-0022,CUST-0004,3
ORD-1560,ST-02,SP-007,PROD-0018,CUST-0005,5
ORD-1561,ST-06,SP-002,PROD-0012,CUST-0039,4
ORD-1562,ST-08,SP-006,PROD-0013,CUST-0020,10
ORD-1563,ST-01,SP-004,PROD-0009,CUST-0087,5
ORD-1564,ST-02,SP-014,PROD-0044,CUST-0006,11
ORD-1565,ST-06,SP-004,PROD-0041,CUST-0040,9
ORD-1566,ST-05,SP-003,PROD-0010,CUST-0035,5
ORD-1567,ST-05,SP-006,PROD-0036,CUST-0045,6
ORD-1568,ST-08,SP-006,PROD-0058,CUST-0079,5
ORD-1569,ST-07,SP-007,PROD-0006,CUST-0007,1
ORD-1570,ST-04,SP-014,PROD-0022,CUST-0040,3
ORD-1571,ST-08,SP-005,PROD-0030,CUST-0013,12
ORD-1572,ST-06,SP-011,PROD-0045,CUST-0024,10
ORD-1573,ST-03,SP-008,PROD-0031,CUST-0045,3
ORD-1574,ST-02,SP-012,PROD-0053,CUST-0052,9
ORD-1575,ST-04,SP-007,PROD-0038,CUST-0052,10
ORD-1576,ST-07,SP-014,PROD-0014,CUST-0044,7
ORD-1577,ST-02,SP-008,PROD-0054,CUST-0074,7
ORD-1578,ST-02,SP-002,PROD-0026,CUST-0040,9
ORD-1579,ST-03,SP-014,PROD-0014,CUST-0012,7
ORD-1580,ST-08,SP-010,PROD-0025,CUST-0038,4
ORD-1581,ST-02,SP-006,PROD-0046,CUST-0056,13
ORD-1582,ST-01,SP-009,PROD-0024,CUST-0008,9
ORD-1583,ST-07,SP-012,PROD-0028,CUST-0031,11
ORD-1584,ST-03,SP-011,PROD-0014,CUST-0070,7
ORD-1585,ST-03,SP-014,PROD-0019,CUST-0020,7
ORD-1586,ST-02,SP-003,PROD-0028,CUST-0085,11
ORD-1587,ST-08,SP-007,PROD-0033,CUST-0059,8
ORD-1588,ST-04,SP-014,PROD-0032,CUST-0074,6
ORD-1589,ST-06,SP-012,PROD-0031,CUST-0073,3
ORD-1590,ST-02,SP-009,PROD-0030,CUST-0036,12
ORD-1591,ST-01,SP-010,PROD-0020,CUST-0075,2
ORD-1592,ST-06,SP-012,PROD-0037,CUST-0061,11
ORD-1593,ST-05,SP-010,PROD-0060,CUST-0089,10
ORD-1594,ST-05,SP-011,PROD-0004,CUST-0074,14
ORD-1595,ST-05,SP-014,PROD-0005,CUST-0065,6
ORD-1596,ST-03,SP-003,PROD-0039,CUST-0015,3
ORD-1597,ST-01,SP-009,PROD-0052,CUST-0024,12
ORD-1598,ST-08,SP-011,PROD-0016,CUST-0050,7
ORD-1599,ST-08,SP-003,PROD-0004,CUST-0015,14
ORD-1600,ST-07,SP-003,PROD-0017,CUST-0061,2
ORD-1601,ST-06,SP-002,PROD-0003,CUST-0088,12
ORD-1602,ST-07,SP-011,PROD-0017,CUST-0013,2
ORD-1603,ST-06,SP-003,PROD-0045,CUST-0087,10
ORD-1604,ST-08,SP-002,PROD-0034,CUST-0013,5
ORD-1605,ST-01,SP-002,PROD-0040,CUST-0004,7
ORD-1606,ST-03,SP-007,PROD-0009,CUST-0078,5
ORD-1607,ST-06,SP-007,PROD-0050,CUST-0036,6
ORD-1608,ST-05,SP-001,PROD-0022,CUST-0050,3
ORD-1609,ST-08,SP-011,PROD-0012,CUST-0051,4
ORD-1610,ST-02,SP-005,PROD-0046,CUST-0057,13
ORD-1611,ST-01,SP-011,PROD-0010,CUST-0064,5
ORD-1612,ST-08,SP-012,PROD-0033,CUST-0001,8
ORD-1613,ST-08,SP-012,PROD-0025,CUST-0001,4
ORD-1614,ST-02,SP-011,PROD-0041,CUST-0008,9
ORD-1615,ST-01,SP-003,PROD-0013,CUST-0083,10
ORD-1616,ST-08,SP-011,PROD-0006,CUST-0063,1
ORD-1617,ST-02,SP-007,PROD-0032,CUST-0031,6
ORD-1618,ST-01,SP-006,PROD-0004,CUST-0044,14
ORD-1619,ST-01,SP-002,PROD-0015,CUST-0075,7
ORD-1620,ST-03,SP-012,PROD-0016,CUST-0006,7
ORD-1621,ST-02,SP-014,PROD-0011,CUST-0079,2
ORD-1622,ST-07,SP-013,PROD-0022,CUST-0055,3
ORD-1623,ST-06,SP-003,PROD-0038,CUST-0006,10
ORD-1624,ST-04,SP-008,PROD-0011,CUST-0071,2
ORD-1625,ST-01,SP-001,PROD-0006,CUST-0063,1
ORD-1626,ST-03,SP-004,PROD-0009,CUST-0089,5
ORD-1627,ST-03,SP-001,PROD-0045,CUST-0079,10
ORD-1628,ST-04,SP-004,PROD-0036,CUST-0001,6
ORD-1629,ST-04,SP-013,PROD-0030,CUST-0029,12
ORD-1630,ST-01,SP-011,PROD-0011,CUST-0023,2
ORD-1631,ST-08,SP-013,PROD-0052,CUST-0079,12
ORD-1632,ST-02,SP-002,PROD-0033,CUST-0063,8
ORD-1633,ST-04,SP-006,PROD-0058,CUST-0087,5
ORD-1634,ST-02,SP-004,PROD-0058,CUST-0049,5
ORD-1635,ST-07,SP-003,PROD-0030,CUST-0079,12
ORD-1636,ST-01,SP-003,PROD-0022,CUST-0026,3
ORD-1637,ST-06,SP-003,PROD-0027,CUST-0059,5
ORD-1638,ST-08,SP-007,PROD-0006,CUST-0030,1
ORD-1639,ST-07,SP-006,PROD-0016,CUST-0032,7
ORD-1640,ST-01,SP-012,PROD-0031,CUST-0006,3
ORD-1641,ST-01,SP-009,PROD-0006,CUST-0031,1
ORD-1642,ST-08,SP-001,PROD-0006,CUST-0083,1
ORD-1643,ST-03,SP-008,PROD-0030,CUST-0004,12
ORD-1644,ST-06,SP-012,PROD-0058,CUST-0050,5
ORD-1645,ST-02,SP-004,PROD-0051,CUST-0074,5
ORD-1646,ST-01,SP-008,PROD-0024,CUST-0050,9
ORD-1647,ST-02,SP-004,PROD-0022,CUST-0018,3
ORD-1648,ST-07,SP-005,PROD-0058,CUST-0046,5
ORD-1649,ST-02,SP-014,PROD-0034,CUST-0065,5
ORD-1650,ST-02,SP-011,PROD-0052,CUST-0048,12
